BTC,LTC,DCOILWTICO,DHHNGSP,GOLDPMGBD228NLBM,DTWEXB,DEXUSEU,DEXUSUK,DEXCHUS,T10YIE,DAAA,DTB1YR,T5YIE,DJIA,SP500,VIXCLS,OVXCLS,GVZCLS,VXNCLS,VXSLVCLS,VXGSCLS,EVZCLS,VXFXICLS,VXEWZCLS,NIKKEI225,y
0.003996162927516188,0.009015062433506917,0.8042165107189388,0.41891891891891897,0.9958318447064425,0.016821388785740687,0.7643581081081083,0.6695066376064989,0.13565046851165885,1.0,0.32903225806451575,0.015151515151515152,1.0000000000000002,0.01331337317002812,0.01578728707935184,0.14462025316455696,0.13866914844113543,0.5701827242524917,0.15349264705882354,0.6040268456375839,0.2511534025374855,0.3841698841698842,0.17570999769106438,0.04290670074858499,0.12120111963845526,0
0.003705284690511331,0.008791085727084385,0.7939121165462514,0.4219219219219219,0.9994045492437773,0.007926273503696901,0.7863175675675675,0.6778284129185654,0.13565046851165885,0.9747899159663864,0.3354838709677419,0.015151515151515152,0.9658119658119659,0.015073826120773015,0.018833956515718064,0.13860759493670882,0.15619668062664804,0.5257475083056479,0.15410539215686275,0.5659955257270695,0.24798154555940022,0.3851351351351351,0.15793119371969516,0.03578601424137301,0.12120111963845526,0
0.0025496475070317442,0.007391231311943559,0.7645386710884755,0.4234234234234233,0.9654638561390971,0.01015764777368977,0.7930743243243241,0.6855557757083419,0.13565046851165885,0.9411764705882351,0.3032258064516129,0.015151515151515152,0.8974358974358976,0.003461527203388881,0.0073935589099694,0.1693037974683544,0.18892508143322478,0.5606312292358804,0.17432598039215685,0.6404602109300097,0.2788350634371395,0.38996138996138996,0.18910182405910875,0.053313857951433286,0.11593429787554688,0
0.001931137465169431,0.00618735651492245,0.7995972995380788,0.41891891891891897,1.0,0.016007831752355095,0.7576013513513513,0.6738656627699626,0.12617127914578496,0.9243697478991595,0.2967741935483872,0.015151515151515152,0.9059829059829061,0.014386371334306203,0.018849343735093615,0.1408227848101265,0.15495579339227544,0.5245016611295681,0.1495098039215686,0.5480984340044743,0.23846597462514407,0.3918918918918919,0.17478642345878542,0.0489318970239182,0.10691708116522558,0
0.0015394494420545874,0.005263452600929504,0.8179557029491887,0.37387387387387383,1.0,0.01231137967120155,0.7705518018018016,0.6825837130968893,0.12562649814774574,0.9495798319327731,0.38064516129032233,0.015151515151515152,0.9401709401709402,0.026293891102812994,0.03179768883964984,0.1174050632911392,0.14751046998604006,0.4543189368770765,0.13327205882352938,0.49568552253116027,0.27450980392156854,0.31853281853281856,0.15054259986146384,0.03943764834763558,0.10691708116522558,1
0.0023033986024193296,0.00618735651492245,0.8244699751273245,0.36636636636636644,1.0,0.016645849508828192,0.7578828828828827,0.6776302754111354,0.137611680104599,0.9495798319327731,0.38709677419354804,0.015151515151515152,0.9572649572649572,0.025869877019189413,0.03416732062349026,0.11139240506329112,0.16534822398014581,0.4543189368770765,0.13143382352941174,0.47203579418344543,0.2799884659746251,0.34749034749034735,0.15839298083583458,0.03706408617856494,0.10691708116522558,0
0.002261394524873502,0.006075368161711184,0.8183110268861779,0.3588588588588588,0.9404549243777538,0.011882658744894137,0.7629504504504503,0.6637606498910245,0.12388319895402145,0.9579831932773109,0.3935483870967742,0.010101010101010104,0.9572649572649572,0.033171784246246006,0.040676114419363474,0.11677215189873413,0.15324957344501317,0.5249169435215947,0.12132352941176466,0.514221796100991,0.2534602076124567,0.33976833976833987,0.13368737012237353,0.0268395106810298,0.14854817759061967,1
0.0023700800755233307,0.006299344868133716,0.8296813928698329,0.3558558558558559,0.9970227462188874,0.0,0.7888513513513513,0.6825837130968893,0.10982784920462052,0.9327731092436975,0.38709677419354804,0.015151515151515152,0.9401709401709402,0.03726306017738357,0.04585391373924819,0.11139240506329112,0.12626027609740964,0.4655315614617941,0.12806372549019607,0.49440715883668895,0.23327566320645898,0.33108108108108103,0.1410759639806049,0.02811758261822167,0.15757738186469994,0
0.0023228254882842747,0.006327341956436533,0.8279047731848869,0.3573573573573574,0.9910682386566632,0.00376396718765859,0.7685810810810811,0.6704973251436499,0.09849640444541397,0.9495798319327731,0.3999999999999999,0.015151515151515152,0.9316239316239316,0.03538134087136169,0.04122236070719665,0.12626582278481008,0.13556693035520395,0.5062292358803987,0.12806372549019607,0.49856184084372024,0.22837370242214527,0.3658301158301158,0.1507734934195336,0.036516341062625524,0.14951060770954472,1
0.0025606735773875252,0.006383336133042166,0.8245884164396541,0.36186186186186187,0.898177920685959,0.036471660534044936,0.7263513513513513,0.6372102238953836,0.11037263020265886,0.9831932773109244,0.4580645161290322,0.015151515151515152,0.9572649572649572,0.03838121960500618,0.046630968317715515,0.10917721518987339,0.12920738327904452,0.6029900332225914,0.12346813725490197,0.5081495685522532,0.22664359861591687,0.39092664092664087,0.1454629415839298,0.046193171444221304,0.1851359346917527,1
0.002601627552994707,0.005935382720197101,0.8121520786450315,0.3573573573573574,0.9083005835417408,0.037508017418897754,0.7336711711711712,0.6286903110758866,0.11582044018304671,0.9663865546218489,0.4645161290322579,0.0202020202020202,0.9316239316239316,0.03613904651191979,0.046684823585529944,0.10791139240506326,0.14208158833565998,0.6482558139534884,0.13112745098039214,0.5436241610738257,0.20011534025374855,0.37548262548262545,0.1445393673516509,0.04290670074858499,0.20009213299003226,0
0.002261394524873502,0.004647516658267542,0.8026767736586521,0.36636636636636644,0.9154459926164105,0.04035377915808702,0.7302927927927927,0.6221517733306916,0.11157114839834481,0.9663865546218489,0.4838709677419355,0.015151515151515152,0.9401709401709402,0.04647344894059202,0.05943313483820334,0.11487341772151893,0.14921668993330234,0.6490863787375416,0.13694852941176466,0.585810162991371,0.17647058823529416,0.38223938223938225,0.1463865158162087,0.03925506664232248,0.1980551034055813,1
0.002404208388529316,0.0049834817179013405,0.8025583323463225,0.38138138138138145,0.8588781707752768,0.05413361239577341,0.6987612612612613,0.6102635228848823,0.11462192198736254,0.9411764705882351,0.4838709677419355,0.015151515151515152,0.9230769230769229,0.051528165156412786,0.065926541414701,0.11613924050632907,0.1548006824879789,0.7715946843853823,0.109375,0.8085650367529564,0.21395617070357542,0.4285714285714286,0.13114754098360654,0.0324995435457367,0.2269631134100596,1
0.0026425815286018894,0.004927487541295707,0.813218050455999,0.3783783783783784,0.7898058830534715,0.050930020592107716,0.710304054054054,0.6308698236576182,0.11821747657441772,0.9159663865546219,0.4322580645161289,0.015151515151515152,0.8888888888888888,0.04797631542633485,0.059533151764144865,0.12436708860759488,0.15340468434930976,0.7371262458471761,0.10447303921568629,0.6951102588686482,0.22029988465974626,0.40347490347490333,0.1172939274994228,0.02245754975351466,0.22192919288589463,1
0.0028662532415334218,0.005683408925471752,0.8235224446286865,0.36036036036036034,0.7606287959985707,0.06682307666340348,0.6877815315315314,0.6053100851991284,0.10982784920462052,0.9075630252100839,0.4903225806451612,0.015151515151515152,0.8974358974358976,0.05811083744872314,0.0726122882333935,0.10474683544303792,0.12905227237474798,0.7852990033222591,0.09160539215686275,0.7126877596676258,0.22231833910034604,0.416023166023166,0.10551835603786652,0.0,0.23056708882870391,0
0.0028126980426624914,0.005655411837168936,0.8302735994314817,0.3918918918918919,0.7272835536501128,0.062383958410694884,0.7010135135135132,0.6152169605706361,0.10721290041403453,0.9243697478991595,0.4903225806451612,0.015151515151515152,0.9145299145299146,0.056511794198450316,0.07170444229023376,0.12278481012658221,0.13866914844113543,0.7155315614617941,0.09865196078431371,0.7705337168424418,0.2482698961937716,0.4131274131274132,0.142692218887093,0.006572941391272624,0.2496350214962706,1
0.0028589025279629017,0.005403438042443587,0.8215089423190808,0.39639639639639634,0.7415743717994521,0.059443675522398376,0.713682432432432,0.6047156726768375,0.10361734582697846,0.9243697478991595,0.47741935483870934,0.015151515151515152,0.9059829059829061,0.06088574618533693,0.07391250827063045,0.13386075949367082,0.13355048859934854,0.7371262458471761,0.1256127450980392,0.8191115372323428,0.21885813148788924,0.4218146718146718,0.13599630570307086,0.003469052400949413,0.25136551195031687,1
0.002911932675864509,0.0054874293073520364,0.8029136562833116,0.4009009009009009,0.855305466237942,0.07047226817000318,0.7007319819819817,0.5785615216960571,0.09882327304423644,0.9159663865546219,0.5161290322580645,0.010101010101010104,0.8888888888888888,0.05416089954546033,0.06328763329178777,0.14810126582278477,0.15433534977508917,0.7549833887043189,0.13541666666666669,0.8775966762543945,0.23356401384083048,0.43339768339768336,0.18217501731701685,0.032682125251049854,0.2724499240930338,1
0.0030594719982442297,0.005655411837168936,0.804571834655928,0.3993993993993995,0.7886149815410266,0.06805860311244682,0.7232545045045042,0.5948087973053293,0.10187404663325417,0.9075630252100839,0.5096774193548388,0.015151515151515152,0.8547008547008548,0.053101282496247126,0.05956392620289597,0.15601265822784804,0.13649759578098342,0.6914451827242525,0.1403186274509804,0.783956535634388,0.29267589388696647,0.43243243243243235,0.18956361117524817,0.04418477268577692,0.17455605342000924,1
0.0034007551283040793,0.005655411837168936,0.8012554779106952,0.3993993993993995,0.8118375610337023,0.07013131688215246,0.7164977477477472,0.5959976223499108,0.0990411854434523,0.9159663865546219,0.4903225806451612,0.015151515151515152,0.8547008547008548,0.05382051743099314,0.058863807721306616,0.15348101265822778,0.12517449976733364,0.6424418604651163,0.12775735294117646,0.7238734419942474,0.30305651672433676,0.41891891891891886,0.2165781574694065,0.047471243381413175,0.185556355677867,0
0.003219612543887698,0.005431435130746403,0.8012554779106952,0.3993993993993995,0.8118375610337023,0.07013131688215246,0.7164977477477472,0.5959976223499108,0.0990411854434523,0.9159663865546219,0.4903225806451612,0.015151515151515152,0.8547008547008548,0.05382051743099314,0.058863807721306616,0.15348101265822778,0.12517449976733364,0.6424418604651163,0.12775735294117646,0.7238734419942474,0.30305651672433676,0.41891891891891886,0.2165781574694065,0.047471243381413175,0.14532951672136707,0
0.003180233721188484,0.005403438042443587,0.8108492242094042,0.4054054054054055,0.7790877694414671,0.08014043142153104,0.7024211711711708,0.5831186843669505,0.08836347788189158,0.9327731092436975,0.5677419354838706,0.0202020202020202,0.8803418803418803,0.06270975943264068,0.06691132345473849,0.16898734177215186,0.1310687141306034,0.6407807308970099,0.14338235294117646,0.7034196228827103,0.3220876585928488,0.442084942084942,0.1985684599399677,0.05806098228957457,0.15982847508770193,1
0.003353500541065024,0.005431435130746403,0.7928461447352836,0.3993993993993995,0.7933785875908059,0.0788711474192354,0.7232545045045042,0.5950069348127602,0.0939202440618887,0.8823529411764706,0.5548387096774192,0.03030303030303031,0.8376068376068375,0.05379542784024616,0.05790980012002023,0.18006329113924047,0.14797580269892974,0.5535714285714287,0.149203431372549,0.6292745286033878,0.33016147635524784,0.45463320463320467,0.22073424151466164,0.10425415373379587,0.16106833168218926,0
0.0031697327018020277,0.00506747298280979,0.798057562477792,0.39489489489489493,0.867214481362391,0.07589710697768615,0.7508445945945947,0.6120467604517534,0.09860536064502146,0.8403361344537816,0.5677419354838706,0.025252525252525256,0.7692307692307694,0.055612750530017685,0.06256443398113531,0.17056962025316447,0.15061268807197148,0.49833887043189373,0.14338235294117646,0.5893256631511667,0.33679354094578995,0.4488416988416988,0.21034403140152386,0.10242833668066464,0.09792555209153031,1
0.003180233721188484,0.0050394758945069736,0.7786331872557147,0.3798798798798798,0.8219602238894841,0.08261486007494234,0.7356418918918917,0.6076877352882901,0.10220091523207664,0.865546218487395,0.5870967741935482,0.03030303030303031,0.8034188034188037,0.03813701425506921,0.044353659850128624,0.22658227848101264,0.1537149061579029,0.5481727574750831,0.17401960784313725,0.6212847555129437,0.3543829296424451,0.4594594594594593,0.2338951743246363,0.15921124703304734,0.11380993032656717,0
